sid	nid	size	dilated_size	scaling	magnification	image_type	Channel	Nuclei	x	y	z	Value	FWHM	SNR	NSNR	Label	SNR2	Value2
1	97	3600	9440	0.25575	20x	dw	a647	0	376.894	136.017	54.111999999999995	14.408	1.3319999999999999	36.567	-1.0	0	42.718647047537	56.336265884652995
1	116	6376	11709	0.25575	20x	dw	a647	58	422.916	191.09099999999998	55.937	14.35	1.31	56.098	9.431000000000001	0	8.69892316720056	56.10948191593351
1	100	6930	11930	0.25575	20x	dw	a647	100	374.74300000000005	386.099	54.027	14.318	1.547	29.464000000000002	14.043	0	27.061897135957604	55.9843597262952
1	7	8570	15948	0.25575	20x	dw	a647	0	72.899	230.905	52.977	14.307	1.3530000000000002	9.613999999999999	-1.0	0	9.348809912850529	55.941348973607
1	22	6235	10654	0.25575	20x	dw	a647	0	116.44	89.868	56.09	14.304	1.767	11.388	-1.0	0	8.39358197282866	55.9296187683285
1	97	3600	9440	0.25575	20x	dw	a647	0	334.881	160.076	56.078	14.139000000000001	1.3	13.011	-1.0	0	13.3444195442259	55.2844574780059
1	89	10436	20499	0.25575	20x	dw	a647	60	350.384	203.953	52.937	14.133	1.396	12.263	11.11	0	6.779324661746969	55.2609970674487
1	7	8570	15948	0.25575	20x	dw	a647	69	79.669	240.33900000000003	54.14	14.1	1.3	13.409	10.606	0	6.609396700126839	55.1319648093842
1	25	3159	5704	0.25575	20x	dw	a647	0	133.833	145.17600000000002	53.998000000000005	14.07	1.375	27.149	-1.0	0	20.6767371275738	55.0146627565983
1	100	6930	11930	0.25575	20x	dw	a647	100	392.233	384.77	53.979	14.048	1.45	3.583	11.335999999999999	0	3.3079831976047904	54.9286412512219
1	7	8570	15948	0.25575	20x	dw	a647	0	82.975	257.658	50.843	14.034	1.482	15.95	-1.0	0	5.55619891164789	54.8739002932551
1	25	3159	5704	0.25575	20x	dw	a647	0	132.41	145.92	55.096000000000004	14.034	1.4169999999999998	49.038000000000004	-1.0	0	29.287578752507102	54.8739002932551
1	140	20763	33360	0.25575	20x	dw	a647	0	584.261	465.815	52.016000000000005	14.029000000000002	1.268	12.995999999999999	-1.0	0	9.77753686832344	54.8543499511242
1	6	4677	8732	0.25575	20x	dw	a647	69	50.217	265.545	53.128	14.023	1.695	40.958	11.716	0	24.716287149603897	54.830889540567
1	147	7146	12892	0.25575	20x	dw	a647	93	588.756	365.93	49.031000000000006	14.001	4.225	8.021	11.467	0	4.24480237828307	54.7448680351906
1	21	4421	8778	0.25575	20x	dw	a647	0	138.532	81.83	54.926	13.97	1.2670000000000001	10.07	-1.0	0	7.259695386891281	54.6236559139785
1	121	2886	5255	0.25575	20x	dw	a647	0	536.781	390.65	52.931000000000004	13.969000000000001	1.46	7.897	-1.0	0	4.63938932218581	54.6197458455523
1	22	6235	10654	0.25575	20x	dw	a647	0	148.007	99.75399999999999	53.883	13.940999999999999	1.224	28.147	-1.0	0	6.785148495428129	54.510263929618795
1	120	15858	22102	0.25575	20x	dw	a647	0	538.2130000000001	355.51199999999994	53.934	13.919	1.385	13.753	-1.0	0	9.0440344975266	54.4242424242424
1	84	7434	14410	0.25575	20x	dw	a647	11	331.811	31.973000000000003	54.011	13.905	1.375	6.517	9.212	0	8.18814906820485	54.3695014662757
1	35	7477	13270	0.25575	20x	dw	a647	0	108.947	366.207	50.846000000000004	13.853	1.364	15.181	-1.0	0	9.84146276014295	54.1661779081134
1	84	7434	14410	0.25575	20x	dw	a647	11	327.94300000000004	41.836999999999996	53.927	13.832	1.5030000000000001	30.904	11.357000000000001	0	22.892238715332102	54.084066471163304
1	84	7434	14410	0.25575	20x	dw	a647	11	302.469	31.308000000000003	56.062	13.825	1.3430000000000002	24.180999999999997	9.687999999999999	0	2.5705990489484503	54.0566959921799
1	147	7146	12892	0.25575	20x	dw	a647	0	583.995	365.773	49.103	13.785	1.609	3.676	-1.0	0	4.55782013119452	53.900293255132
1	7	8570	15948	0.25575	20x	dw	a647	69	60.43600000000001	249.91400000000002	53.052	13.777000000000001	1.439	8.033	10.38	0	5.2574049281255	53.8690127077224
1	7	8570	15948	0.25575	20x	dw	a647	69	64.279	250.128	55.02	13.770999999999999	1.374	7.565	10.630999999999998	0	6.906374747811579	53.845552297165206
1	76	5103	11637	0.25575	20x	dw	a647	158	247.048	618.07	50.063	13.74	1.4069999999999998	16.614	11.350999999999999	0	8.0039100960778	53.7243401759531
1	46	6480	13189	0.25575	20x	dw	a647	0	140.964	273.697	53.905	13.732999999999999	1.4069999999999998	74.13600000000001	-1.0	0	43.5073968229665	53.6969696969697
1	21	4421	8778	0.25575	20x	dw	a647	13	106.262	79.798	53.909	13.729000000000001	1.651	42.595	11.734000000000002	0	8.79228606035197	53.68132942326489
1	120	15858	22102	0.25575	20x	dw	a647	0	486.901	349.031	51.928999999999995	13.662	1.589	11.929	-1.0	0	14.3442232687272	53.41935483870971
1	61	2478	4876	0.25575	20x	dw	a647	0	235.93099999999998	636.225	52.055	13.652999999999999	1.278	38.758	-1.0	0	27.8453361308498	53.3841642228739
1	7	8570	15948	0.25575	20x	dw	a647	0	78.571	236.77	53.08	13.574000000000002	1.3	8.141	-1.0	0	7.25417826661923	53.0752688172043
1	18	11165	21464	0.25575	20x	dw	a647	0	78.145	81.176	56.938	13.523	1.545	7.772	-1.0	0	9.783346491721119	52.8758553274682
1	22	6235	10654	0.25575	20x	dw	a647	13	132.635	97.339	55.06100000000001	13.43	1.2229999999999999	8.34	11.599	0	7.60373557709927	52.5122189638319
1	111	5754	12212	0.25575	20x	dw	a647	124	422.055	584.6569999999999	51.916000000000004	13.414000000000001	1.545	13.427999999999999	13.317	0	9.841070667942919	52.4496578690127
1	7	8570	15948	0.25575	20x	dw	a647	69	57.756	254.976	56.865	13.407	1.439	13.091	9.996	0	2.80100378704752	52.4222873900293
1	7	8570	15948	0.25575	20x	dw	a647	69	82.613	246.67700000000002	55.236000000000004	13.405	1.4280000000000002	15.804	10.58	0	4.03509576677491	52.4144672531769
1	84	7434	14410	0.25575	20x	dw	a647	11	305.957	45.983000000000004	53.946000000000005	13.372	1.3319999999999999	1.869	9.572000000000001	0	2.70009888836667	52.285434995112404
1	84	7434	14410	0.25575	20x	dw	a647	0	300.573	22.71	55.926	13.359000000000002	0.953	34.316	-1.0	0	4.16188610444711	52.2346041055719
1	79	7362	14370	0.25575	20x	dw	a647	54	277.92400000000004	200.15	52.916000000000004	13.322000000000001	1.3319999999999999	8.96	9.961	0	7.12130073322958	52.0899315738026
1	21	4421	8778	0.25575	20x	dw	a647	13	107.75299999999999	79.044	55.003	13.304	1.3430000000000002	52.998999999999995	12.231	0	32.109177517674105	52.019550342131005
1	20	2544	4072	0.25575	20x	dw	a647	13	95.772	72.961	55.076	13.276	1.2570000000000001	9.44	9.869	0	7.86471418479597	51.9100684261975
1	100	6930	11930	0.25575	20x	dw	a647	0	396.17	386.784	53.003	13.206	1.607	48.53	-1.0	0	6.24983035402622	51.636363636363605
1	100	6930	11930	0.25575	20x	dw	a647	100	396.082	386.11	54.095	13.206	1.6280000000000001	24.996	12.059000000000001	0	9.823636208183169	51.636363636363605
1	20	2544	4072	0.25575	20x	dw	a647	13	85.959	73.12100000000001	56.14	13.206	1.171	18.168	9.533999999999999	0	2.35670013466262	51.636363636363605
1	2	4356	8129	0.25575	20x	dw	a647	0	18.680999999999997	191.775	55.038999999999994	13.202	1.436	52.718999999999994	-1.0	0	36.1759567053955	51.6207233626589
1	100	6930	11930	0.25575	20x	dw	a647	100	389.879	389.79400000000004	52.824	13.147	1.245	4.994	9.949	0	4.70407377219317	51.405669599217994
1	84	7434	14410	0.25575	20x	dw	a647	0	306.051	18.969	57.016000000000005	13.110999999999999	1.3	33.048	-1.0	0	28.5833365532991	51.2649071358749
1	18	11165	21464	0.25575	20x	dw	a647	0	84.891	54.355	56.016000000000005	13.11	1.682	17.113	-1.0	0	19.489321813362398	51.2609970674487
1	59	4563	10818	0.25575	20x	dw	a647	0	224.84599999999998	416.619	55.151	12.975	1.4069999999999998	10.924000000000001	-1.0	0	7.63351748862315	50.733137829912
1	26	7168	14005	0.25575	20x	dw	a647	0	180.011	144.83	53.02	12.931	1.514	15.559000000000001	-1.0	0	8.44989815185148	50.5610948191593
1	7	8570	15948	0.25575	20x	dw	a647	69	61.221000000000004	244.2	55.047	12.921	1.2570000000000001	20.636999999999997	10.716	0	9.73221265536519	50.5219941348974
1	142	15426	29228	0.25575	20x	dw	a647	0	586.899	36.251	54.975	12.890999999999998	1.396	66.332	-1.0	0	38.306241672427895	50.404692082111396
1	111	5754	12212	0.25575	20x	dw	a647	124	421.975	577.894	54.11600000000001	12.88	1.2890000000000001	8.59	10.88	0	8.991153737406211	50.36168132942329
1	6	4677	8732	0.25575	20x	dw	a647	69	75.056	266.944	52.12	12.876	1.4280000000000002	8.776	11.23	0	10.0024506629619	50.3460410557185
